ID,RiskScore
0,33.5782767619357
1,54.45749446957839
2,28.345246473515452
3,35.681341373197135
4,35.21955420399086
5,69.53540437127577
6,30.565225720799294
7,32.18673077564869
8,37.42123983653168
9,67.01487729755488
10,32.90064473269622
11,29.64520962024362
12,69.02772401051521
13,38.869236602948995
14,34.070000598062556
15,59.406749812990746
16,20.64635714712626
17,32.76816398308064
18,66.20375161900276
19,63.212956830400856
20,72.67545561996798
21,32.849755130955266
22,68.53845022047798
23,43.21021384666283
24,47.81202521759081
25,27.603968910072375
26,30.725916048433465
27,28.24428591039959
28,52.48358964710393
29,74.53052216758591
30,29.839706559594408
31,67.01611860467092
32,34.3745901751238
33,30.287801955717534
34,40.14602022062374
35,37.96861661188756
36,68.82364731869617
37,56.6368714611982
38,50.956257756784524
39,72.91657351144528
40,70.65818482203345
41,42.68497463165468
42,79.2782975762999
43,20.12250745232129
44,53.97748493356826
45,31.20421865274928
46,35.73864005978472
47,69.89516574525852
48,30.54198823647146
49,37.380972024639256
50,67.52338621788124
51,57.40860651155164
52,45.3849142119823
53,24.2124271213008
54,30.883135430407044
55,37.11729558589773
56,71.49897294752051
57,35.1231541307763
58,42.68333858971852
59,60.707798435815874
60,65.23715924452036
61,47.57596701222882
62,31.33132438454115
63,85.82980332866116
64,27.24514239267767
65,32.62456824824757
66,60.685049810497546
67,63.42580799999604
68,36.168941842071845
69,69.74644393755115
70,32.530830477347486
71,40.30223550273986
72,49.564099717382284
73,53.12135326963103
74,46.61481715171145
75,67.5107574518271
76,69.37389536857577
77,24.204617576963113
78,52.79789907718037
79,61.098484997543274
80,72.20066484409824
81,53.051548000676995
82,60.943416188676345
83,36.00070227271912
84,69.24773364140114
85,74.74438395672351
86,61.75608403276821
87,24.97299712963216
88,36.77295319633626
89,71.19320537913336
90,35.4665225213477
91,43.067277095404464
92,41.149593317311655
93,31.52402649240367
94,37.53632843422754
95,39.444219010939875
96,33.44890087601131
97,69.31437592023796
98,36.382725147447886
99,65.05369581037601
100,33.2605551086189
101,34.4755737921933
102,69.40753054761743
103,73.68884135337925
104,33.47146447091855
105,81.28303922974975
106,75.6858855132954
107,71.1207738772582
108,36.201526880401246
109,69.62953248982069
110,52.740438295989
111,69.05719878364748
112,76.79071431900626
113,62.21418082893463
114,69.41952013016127
115,30.840036092755334
116,70.93365666359317
117,54.36753077690127
118,42.434249170518854
119,45.97080317423634
120,22.647782769794585
121,73.41936738146961
122,32.58576554879459
123,53.17983062276991
124,33.286409269913136
125,59.23656502601468
126,17.617920490360063
127,27.347812780607537
128,32.62702675829685
129,65.92697969408874
130,30.351788965541324
131,70.78354303941094
132,71.21799980702977
133,77.39673770378154
134,24.578587529361247
135,37.09440438054351
136,20.78017286099994
137,43.70102086068912
138,30.853375024489957
139,50.31971951348378
140,40.51700125897286
141,36.87553522578543
142,27.190845137450555
143,27.02408851722681
144,63.37914428929056
145,32.47611101815767
146,46.0545118056565
147,63.37390528643051
148,68.56101357854796
149,69.87467844768354
150,43.18691902746201
151,32.660669760301516
152,76.406766425254
153,49.93899118601362
154,64.97517563353625
155,31.619402303825062
156,69.39274495794666
157,63.177374296403926
158,69.30359070933324
159,72.86692300000632
160,33.63088840341167
161,35.51611866982313
162,68.74586387028079
163,37.61228059870705
164,41.61019426227861
165,51.95768951599642
166,38.46490630875861
167,35.97321780090875
168,36.164543550164886
169,29.812876653797364
170,39.83853647174193
171,50.521531052206115
172,67.1122620131435
173,45.60819555769562
174,30.846519759113267
175,61.13927430720597
176,50.43048760102
177,40.4123294509009
178,40.257364185803226
179,72.77805968332086
180,47.77064300249543
181,31.300535380979397
182,59.103719512029464
183,66.1924539587084
184,73.71165026595585
185,66.62279425876918
186,67.9566167722509
187,58.50351576919647
188,35.32894958914233
189,18.674413677229524
190,31.316707102751874
191,72.30736026198079
192,52.05602034435496
193,30.116256811682163
194,69.57510670968107
195,26.94700374927386
196,32.37565607296621
197,60.80439535422782
198,61.480260608946985
199,34.76700302209815
200,30.054605075702924
201,52.430750820188216
202,34.30827796971617
203,35.18704438106531
204,71.11732112475278
205,57.98602383521363
206,69.80698719957174
207,36.626095065694486
208,49.67706922011645
209,59.975661848590434
210,30.536515921695983
211,30.349907861572582
212,74.88203892389333
213,64.56613204709056
214,40.132653424086
215,57.457657116870756
216,61.91197912537265
217,64.31515015707016
218,48.91525372165715
219,30.661893379806518
220,33.49182069420196
221,34.15276212278451
222,29.97954353366327
223,56.259883831602664
224,29.43502782444629
225,66.48694215176504
226,60.967914359026814
227,37.01398972396426
228,41.00629913575723
229,40.15639424372223
230,47.343608049551115
231,50.768432208523166
232,38.007295608799005
233,50.0147734317106
234,75.16375676288686
235,64.46566127949468
236,30.947279595575758
237,50.14215661974608
238,67.20192488925716
239,31.892345706962995
240,68.63912630504566
241,72.32576054979955
242,42.479291585625575
243,67.57528449981669
244,69.75125724376379
245,66.73215220994015
246,22.366350087311382
247,44.7352929925113
248,75.67181614157394
249,21.328416695183094
250,65.70031831648089
251,33.368959946868856
252,37.88024733550495
253,56.10316837136086
254,53.65920542312285
255,30.84526385911205
256,54.13537333090081
257,72.78443529490363
258,66.4725224768542
259,30.297563560872213
260,46.40096732311053
261,42.55767848259574
262,28.724117200255247
263,76.42728528738621
264,66.17323822610152
265,26.244869137646337
266,46.03931731089495
267,31.13836490742998
268,64.45766384140344
269,74.01657452947069
270,53.223460649679915
271,75.41003498889393
272,30.527627599302477
273,45.41117534160661
274,28.193200219903275
275,49.9586153900407
276,64.32065738337816
277,34.68775127840724
278,61.466130042359104
279,29.919489933896422
280,60.92592538127183
281,61.71568655983387
282,55.822988170944946
283,51.266066079237234
284,34.80603251708318
285,32.78209051481949
286,30.984114104482963
287,70.58408732740418
288,50.251529733728916
289,36.59921618348078
290,50.319710835418064
291,38.217099591523635
292,54.203157158910436
293,72.51937856856628
294,33.19740325801153
295,69.32083166606958
296,72.80298671784969
297,30.39743031665804
298,38.26943979441422
299,72.1902692598355
300,45.38924298336446
301,75.00101329977633
302,54.859095240731676
303,36.05462209721183
304,58.94155949643324
305,28.94947854977938
306,34.7831038771609
307,70.67620625109575
308,52.4368298356374
309,28.363849993172323
310,69.63157250010951
311,55.12942411418174
312,45.06142953969528
313,46.90276175253114
314,68.31607666052953
315,75.12681936521241
316,37.928918207562845
317,33.99696397267165
318,58.284747905164686
319,32.29133062450748
320,28.94673796074212
321,37.92186556532369
322,70.6269264116778
323,64.17134196099725
324,90.49581354963155
325,34.18114502332987
326,69.50480835287016
327,32.08007601952899
328,45.02622904115402
329,29.531010170451392
330,37.571041281767855
331,81.61216716583229
332,22.52285331037235
333,70.52052189502882
334,57.632905543931535
335,64.68239002550511
336,61.9346796358923
337,25.477297001573298
338,33.33227283259062
339,44.16169086103274
340,70.11060616663895
341,74.87648682635651
342,71.92542769548868
343,65.08200047343546
344,35.63562639064091
345,32.87332424829769
346,37.13546970947041
347,38.13258191274617
348,41.71379723917705
349,23.84577111884967
350,47.140549700166446
351,32.48674467875311
352,56.6551706086522
353,26.187419080252322
354,21.93506056463157
355,31.828426209927702
356,24.91108410869974
357,28.37842171458712
358,30.157544532421465
359,69.35346187028925
360,32.43507021070409
361,26.766982757550416
362,33.7563894295551
363,64.10103599152426
364,52.85876076747132
365,47.9115031004349
366,53.79399495565003
367,29.104579201243123
368,59.10284323372652
369,53.02284729673902
370,35.663724910880326
371,26.682658468004856
372,31.633783789627245
373,71.56203192000054
374,53.25301683781848
375,35.71490248114033
376,26.542003921537784
377,62.89462673250373
378,44.06596812118017
379,63.923469292929255
380,34.544044262642785
381,30.11716722524969
382,63.147754770823575
383,69.08259886527844
384,42.385340682034865
